step,id_batiment,type_batiment,nb_houses,building_difficulty_before,repaired_infras
0,E000001,habitation,4,0.0,[]
0,E000002,habitation,1,0.0,[]
0,E000004,habitation,1,0.0,[]
0,E000005,habitation,1,0.0,[]
0,E000006,habitation,1,0.0,[]
0,E000007,habitation,1,0.0,[]
0,E000008,habitation,1,0.0,[]
0,E000009,habitation,1,0.0,[]
0,E000010,habitation,1,0.0,[]
0,E000011,habitation,1,0.0,[]
0,E000012,habitation,1,0.0,[]
0,E000013,habitation,1,0.0,[]
0,E000014,habitation,1,0.0,[]
0,E000015,habitation,1,0.0,[]
0,E000016,habitation,1,0.0,[]
0,E000017,habitation,1,0.0,[]
0,E000018,habitation,1,0.0,[]
0,E000019,habitation,1,0.0,[]
0,E000020,habitation,1,0.0,[]
0,E000021,habitation,1,0.0,[]
0,E000022,habitation,1,0.0,[]
0,E000023,habitation,1,0.0,[]
0,E000024,habitation,1,0.0,[]
0,E000025,habitation,1,0.0,[]
0,E000026,habitation,1,0.0,[]
0,E000027,habitation,1,0.0,[]
0,E000028,habitation,1,0.0,[]
0,E000029,habitation,1,0.0,[]
0,E000030,habitation,1,0.0,[]
0,E000031,habitation,1,0.0,[]
0,E000032,habitation,1,0.0,[]
0,E000033,habitation,1,0.0,[]
0,E000034,habitation,1,0.0,[]
0,E000035,habitation,1,0.0,[]
0,E000036,habitation,1,0.0,[]
0,E000037,habitation,1,0.0,[]
0,E000038,habitation,1,0.0,[]
0,E000039,habitation,1,0.0,[]
0,E000040,habitation,1,0.0,[]
0,E000041,habitation,1,0.0,[]
0,E000042,habitation,1,0.0,[]
0,E000043,habitation,1,0.0,[]
0,E000044,habitation,1,0.0,[]
0,E000045,habitation,1,0.0,[]
0,E000046,habitation,1,0.0,[]
0,E000047,habitation,1,0.0,[]
0,E000048,habitation,1,0.0,[]
0,E000049,habitation,1,0.0,[]
0,E000050,habitation,1,0.0,[]
0,E000051,habitation,1,0.0,[]
0,E000052,habitation,1,0.0,[]
0,E000053,habitation,1,0.0,[]
0,E000054,habitation,1,0.0,[]
0,E000055,habitation,1,0.0,[]
0,E000056,habitation,1,0.0,[]
0,E000057,habitation,1,0.0,[]
0,E000058,habitation,1,0.0,[]
0,E000059,habitation,1,0.0,[]
0,E000060,habitation,1,0.0,[]
0,E000061,habitation,1,0.0,[]
0,E000062,habitation,1,0.0,[]
0,E000063,habitation,1,0.0,[]
0,E000064,habitation,1,0.0,[]
0,E000065,habitation,1,0.0,[]
0,E000066,habitation,1,0.0,[]
0,E000068,habitation,1,0.0,[]
0,E000069,habitation,1,0.0,[]
0,E000070,habitation,1,0.0,[]
0,E000071,habitation,1,0.0,[]
0,E000072,habitation,1,0.0,[]
0,E000073,habitation,1,0.0,[]
0,E000074,habitation,1,0.0,[]
0,E000075,habitation,1,0.0,[]
0,E000076,habitation,1,0.0,[]
0,E000077,habitation,1,0.0,[]
0,E000078,habitation,1,0.0,[]
0,E000079,habitation,1,0.0,[]
0,E000080,habitation,1,0.0,[]
0,E000081,habitation,1,0.0,[]
0,E000082,habitation,1,0.0,[]
0,E000083,habitation,1,0.0,[]
0,E000084,habitation,1,0.0,[]
0,E000086,habitation,1,0.0,[]
0,E000087,habitation,1,0.0,[]
0,E000088,habitation,1,0.0,[]
0,E000089,habitation,1,0.0,[]
0,E000090,habitation,1,0.0,[]
0,E000091,habitation,1,0.0,[]
0,E000092,habitation,1,0.0,[]
0,E000093,habitation,1,0.0,[]
0,E000094,habitation,1,0.0,[]
0,E000095,habitation,1,0.0,[]
0,E000096,habitation,1,0.0,[]
0,E000097,habitation,1,0.0,[]
0,E000099,habitation,1,0.0,[]
0,E000100,habitation,1,0.0,[]
0,E000101,habitation,1,0.0,[]
0,E000102,habitation,1,0.0,[]
0,E000103,habitation,1,0.0,[]
0,E000104,habitation,1,0.0,[]
0,E000105,habitation,1,0.0,[]
0,E000113,habitation,1,0.0,[]
0,E000114,habitation,1,0.0,[]
0,E000115,habitation,1,0.0,[]
0,E000116,habitation,1,0.0,[]
0,E000117,habitation,1,0.0,[]
0,E000118,habitation,1,0.0,[]
0,E000119,habitation,1,0.0,[]
0,E000120,habitation,1,0.0,[]
0,E000121,habitation,1,0.0,[]
0,E000122,habitation,1,0.0,[]
0,E000123,habitation,1,0.0,[]
0,E000124,habitation,1,0.0,[]
0,E000125,habitation,1,0.0,[]
0,E000126,habitation,1,0.0,[]
0,E000130,habitation,1,0.0,[]
0,E000131,habitation,1,0.0,[]
0,E000132,habitation,1,0.0,[]
0,E000133,habitation,1,0.0,[]
0,E000134,habitation,1,0.0,[]
0,E000135,habitation,1,0.0,[]
0,E000136,habitation,1,0.0,[]
0,E000137,habitation,1,0.0,[]
0,E000138,habitation,1,0.0,[]
0,E000139,habitation,1,0.0,[]
0,E000140,habitation,1,0.0,[]
0,E000141,habitation,1,0.0,[]
0,E000142,habitation,1,0.0,[]
0,E000143,habitation,1,0.0,[]
0,E000147,habitation,4,0.0,[]
0,E000148,habitation,1,0.0,[]
0,E000149,habitation,1,0.0,[]
0,E000150,habitation,1,0.0,[]
0,E000151,habitation,1,0.0,[]
0,E000152,habitation,1,0.0,[]
0,E000153,habitation,1,0.0,[]
0,E000154,habitation,1,0.0,[]
0,E000155,habitation,1,0.0,[]
0,E000156,habitation,1,0.0,[]
0,E000157,habitation,1,0.0,[]
0,E000158,habitation,1,0.0,[]
0,E000159,habitation,1,0.0,[]
0,E000162,habitation,1,0.0,[]
0,E000163,habitation,1,0.0,[]
0,E000164,habitation,1,0.0,[]
0,E000165,habitation,1,0.0,[]
0,E000166,habitation,1,0.0,[]
0,E000167,habitation,1,0.0,[]
0,E000168,habitation,1,0.0,[]
0,E000169,habitation,1,0.0,[]
0,E000170,habitation,1,0.0,[]
0,E000171,habitation,1,0.0,[]
0,E000172,habitation,1,0.0,[]
0,E000173,habitation,1,0.0,[]
0,E000179,habitation,1,0.0,[]
0,E000180,habitation,1,0.0,[]
0,E000181,habitation,1,0.0,[]
0,E000182,habitation,1,0.0,[]
0,E000186,habitation,1,0.0,[]
0,E000187,habitation,1,0.0,[]
0,E000189,habitation,1,0.0,[]
0,E000190,habitation,1,0.0,[]
0,E000191,habitation,1,0.0,[]
0,E000192,habitation,1,0.0,[]
0,E000199,habitation,1,0.0,[]
0,E000200,habitation,1,0.0,[]
0,E000201,habitation,1,0.0,[]
0,E000202,habitation,1,0.0,[]
0,E000203,habitation,1,0.0,[]
0,E000204,habitation,1,0.0,[]
0,E000205,habitation,1,0.0,[]
0,E000206,habitation,1,0.0,[]
0,E000207,habitation,1,0.0,[]
0,E000208,habitation,1,0.0,[]
0,E000209,habitation,1,0.0,[]
0,E000210,habitation,1,0.0,[]
0,E000211,habitation,1,0.0,[]
0,E000212,habitation,1,0.0,[]
0,E000213,habitation,1,0.0,[]
0,E000214,habitation,1,0.0,[]
0,E000215,habitation,1,0.0,[]
0,E000216,habitation,1,0.0,[]
0,E000217,habitation,1,0.0,[]
0,E000218,habitation,1,0.0,[]
0,E000219,habitation,1,0.0,[]
0,E000220,habitation,1,0.0,[]
0,E000221,habitation,1,0.0,[]
0,E000223,habitation,1,0.0,[]
0,E000224,habitation,1,0.0,[]
0,E000230,habitation,1,0.0,[]
0,E000231,habitation,1,0.0,[]
0,E000232,habitation,1,0.0,[]
0,E000233,habitation,1,0.0,[]
0,E000234,habitation,1,0.0,[]
0,E000235,habitation,1,0.0,[]
0,E000236,habitation,1,0.0,[]
0,E000237,habitation,1,0.0,[]
0,E000238,habitation,1,0.0,[]
0,E000239,habitation,1,0.0,[]
0,E000240,habitation,1,0.0,[]
0,E000241,habitation,1,0.0,[]
0,E000242,habitation,1,0.0,[]
0,E000243,habitation,1,0.0,[]
0,E000244,habitation,1,0.0,[]
0,E000245,habitation,1,0.0,[]
0,E000246,habitation,1,0.0,[]
0,E000247,habitation,1,0.0,[]
0,E000248,habitation,1,0.0,[]
0,E000249,habitation,1,0.0,[]
0,E000250,habitation,1,0.0,[]
0,E000251,habitation,1,0.0,[]
0,E000253,habitation,1,0.0,[]
0,E000254,habitation,1,0.0,[]
0,E000255,habitation,1,0.0,[]
0,E000256,habitation,1,0.0,[]
0,E000261,habitation,1,0.0,[]
0,E000262,habitation,1,0.0,[]
0,E000263,habitation,1,0.0,[]
0,E000264,habitation,1,0.0,[]
0,E000265,habitation,1,0.0,[]
0,E000269,habitation,1,0.0,[]
0,E000270,habitation,1,0.0,[]
0,E000271,habitation,1,0.0,[]
0,E000272,habitation,1,0.0,[]
0,E000273,habitation,1,0.0,[]
0,E000276,habitation,3,0.0,[]
0,E000277,habitation,1,0.0,[]
0,E000278,habitation,1,0.0,[]
0,E000279,habitation,1,0.0,[]
0,E000280,habitation,1,0.0,[]
0,E000281,habitation,1,0.0,[]
0,E000282,habitation,1,0.0,[]
0,E000283,habitation,1,0.0,[]
0,E000284,habitation,1,0.0,[]
0,E000285,habitation,1,0.0,[]
0,E000286,habitation,1,0.0,[]
0,E000287,habitation,1,0.0,[]
0,E000288,habitation,1,0.0,[]
0,E000289,habitation,1,0.0,[]
0,E000290,habitation,1,0.0,[]
0,E000291,habitation,1,0.0,[]
0,E000292,habitation,1,0.0,[]
0,E000294,habitation,1,0.0,[]
0,E000295,habitation,1,0.0,[]
0,E000296,habitation,1,0.0,[]
0,E000297,habitation,1,0.0,[]
0,E000298,habitation,1,0.0,[]
0,E000299,habitation,1,0.0,[]
0,E000300,habitation,1,0.0,[]
0,E000304,habitation,1,0.0,[]
0,E000305,habitation,1,0.0,[]
0,E000306,habitation,1,0.0,[]
0,E000307,habitation,1,0.0,[]
0,E000308,habitation,1,0.0,[]
0,E000309,habitation,1,0.0,[]
0,E000310,habitation,1,0.0,[]
0,E000311,habitation,1,0.0,[]
0,E000312,habitation,1,0.0,[]
0,E000313,habitation,1,0.0,[]
0,E000314,habitation,1,0.0,[]
0,E000318,habitation,1,0.0,[]
0,E000319,habitation,1,0.0,[]
0,E000320,habitation,1,0.0,[]
0,E000321,habitation,1,0.0,[]
0,E000323,habitation,1,0.0,[]
0,E000324,habitation,1,0.0,[]
0,E000328,habitation,1,0.0,[]
0,E000329,habitation,1,0.0,[]
0,E000330,habitation,1,0.0,[]
0,E000331,habitation,1,0.0,[]
0,E000332,habitation,1,0.0,[]
0,E000333,habitation,1,0.0,[]
0,E000334,habitation,1,0.0,[]
0,E000335,habitation,1,0.0,[]
0,E000336,habitation,1,0.0,[]
0,E000337,habitation,1,0.0,[]
0,E000338,habitation,1,0.0,[]
0,E000339,habitation,1,0.0,[]
0,E000340,habitation,1,0.0,[]
0,E000341,habitation,1,0.0,[]
0,E000342,habitation,1,0.0,[]
0,E000343,habitation,1,0.0,[]
0,E000344,habitation,1,0.0,[]
0,E000345,habitation,1,0.0,[]
0,E000347,habitation,1,0.0,[]
0,E000348,habitation,1,0.0,[]
0,E000349,habitation,1,0.0,[]
0,E000350,habitation,1,0.0,[]
0,E000351,habitation,1,0.0,[]
0,E000352,habitation,1,0.0,[]
0,E000353,habitation,1,0.0,[]
0,E000354,habitation,1,0.0,[]
0,E000355,habitation,1,0.0,[]
0,E000356,habitation,1,0.0,[]
0,E000357,habitation,1,0.0,[]
0,E000362,habitation,1,0.0,[]
1,E000194,habitation,1,1.8435079746717309,"['P005100', 'P000732', 'P008001', 'P000719']"
2,E000302,habitation,1,6.09090915018645,"['P000730', 'P007631']"
3,E000364,habitation,1,7.1181879417239875,"['P004862', 'P008031', 'P007518']"
4,E000228,habitation,1,7.85326792011527,"['P008003', 'P008004', 'P000494', 'P008010', 'P008012', 'P008011', 'P007810']"
5,E000229,habitation,1,3.79968906454059,['P007731']
6,E000226,habitation,1,9.665908602892715,"['P000744', 'P007458']"
7,E000227,habitation,1,7.59049553958964,['P007686']
8,E000365,habitation,1,9.91136244085116,['P007780']
9,E000146,habitation,1,10.45003031529588,"['P000644', 'P007802']"
10,E000275,habitation,1,10.48129569762837,"['P008013', 'P000476', 'P000717', 'P007618']"
11,E000317,habitation,1,9.825847664979557,"['P008016', 'P000470', 'P000635', 'P007584']"
12,E000327,habitation,1,9.58337921039601,"['P008019', 'P000633', 'P007677']"
13,E000358,habitation,1,9.86466173848773,"['P000464', 'P000629', 'P007544']"
14,E000363,habitation,1,9.175492994499717,"['P000462', 'P000627', 'P007645']"
15,E000260,habitation,1,9.97399136862639,"['P000740', 'P007702']"
16,E000370,habitation,1,11.03967758711523,"['P008017', 'P000621', 'P007533']"
17,E000085,hôpital,1,11.269977706319981,"['P005500', 'P007990', 'P007447']"
18,E000106,école,1,6.9463196493685295,"['P001391', 'P007752']"
19,E000107,habitation,1,5.1037127857757,['P007689']
20,E000197,habitation,1,11.28137899668832,"['P000748', 'P007763']"
21,E000178,habitation,1,11.74149502379065,"['P000750', 'P007727']"
22,E000266,habitation,1,15.69676477050489,"['P006709', 'P008025', 'P007692']"
23,E000127,habitation,1,15.742128418272896,"['P005117', 'P000873', 'P007790']"
24,E000222,habitation,1,15.82422597354453,"['P005820', 'P007627']"
25,E000369,habitation,1,16.015995828221598,"['P006950', 'P008033', 'P004271', 'P004269', 'P007507']"
26,E000372,habitation,1,11.565487303331102,"['P004261', 'P007610']"
27,E000367,habitation,1,11.905311268716554,"['P004282', 'P004284', 'P007564']"
28,E000368,habitation,1,7.79612855602243,['P007609']
29,E000360,habitation,1,10.759672538483,['P007528']
30,E000375,habitation,1,12.38644062460264,"['P004257', 'P007768']"
31,E000361,habitation,1,12.4769836838268,['P007529']
32,E000301,habitation,1,16.09802266769747,"['P005726', 'P007994', 'P003202', 'P007597']"
33,E000315,habitation,1,15.51297083744963,"['P007995', 'P003330', 'P007770']"
34,E000316,habitation,1,11.420295179706962,"['P007996', 'P007662']"
35,E000293,habitation,1,16.231862660649398,"['P003849', 'P007713']"
36,E000303,habitation,1,16.45833628846377,"['P008020', 'P007567']"
37,E000379,habitation,1,16.79986673839191,"['P004251', 'P007766']"
38,E000373,habitation,1,16.81870886238646,"['P008032', 'P004209', 'P007514']"
39,E000377,habitation,1,16.94166270582916,"['P008035', 'P004196', 'P007703']"
40,E000378,habitation,1,14.27013471755842,"['P004234', 'P007497']"
41,E000380,habitation,1,15.61301804103954,"['P004185', 'P007463']"
42,E000381,habitation,1,17.30711853106793,"['P008036', 'P007459']"
43,E000322,habitation,1,17.50322256484445,"['P006712', 'P003802', 'P007602']"
44,E000346,habitation,1,13.94291126794384,"['P003870', 'P007699']"
45,E000359,habitation,1,14.188061757835172,"['P003881', 'P007637']"
46,E000376,habitation,1,17.53283565663611,"['P004211', 'P007506']"
47,E000267,habitation,1,17.995294196231296,"['P006457', 'P003569', 'P007777']"
48,E000268,habitation,1,14.6793721892947,['P007696']
49,E000198,habitation,1,18.21522701497465,"['P008014', 'P007695']"
50,E000145,habitation,1,18.21580380918952,"['P008002', 'P008007', 'P007638']"
51,E000160,habitation,1,20.8641644531085,"['P008005', 'P000723', 'P000600', 'P007641']"
52,E000112,habitation,1,20.8850694074126,"['P005664', 'P007448']"
53,E000098,habitation,1,20.982112759848818,"['P005531', 'P007639']"
54,E000374,habitation,1,21.1007669425209,"['P008034', 'P007534']"
55,E000274,habitation,1,21.160613810546728,"['P005781', 'P007539']"
56,E000161,habitation,1,21.815874053383393,"['P008009', 'P000604', 'P007580']"
57,E000371,habitation,1,22.327561211449808,"['P008018', 'P007616']"
58,E000108,habitation,1,22.496223327967506,"['P007991', 'P007997', 'P007476']"
59,E000109,habitation,1,5.62700791605979,['P007572']
60,E000144,habitation,1,22.61295228136448,"['P008006', 'P007737']"
61,E000366,habitation,1,23.8149180813825,"['P003903', 'P007478']"
62,E000188,habitation,1,23.90263946116709,"['P005915', 'P002445', 'P007764']"
63,E000128,habitation,1,24.035261930941502,"['P005317', 'P001156', 'P007679']"
64,E000111,habitation,1,25.74856091413169,"['P005770', 'P007985', 'P007813']"
65,E000185,habitation,1,26.28250944368038,"['P006106', 'P002717', 'P007565']"
66,E000067,habitation,1,27.09949424694047,"['P006193', 'P002851', 'P007624']"
67,E000252,habitation,1,27.407669512071607,"['P007988', 'P007698']"
68,E000257,habitation,1,28.28769966968554,"['P005193', 'P007992', 'P007648']"
69,E000325,habitation,1,31.05359567618215,"['P008029', 'P003934', 'P007552']"
70,E000326,habitation,1,22.089045537122303,"['P008030', 'P007715']"
71,E000174,habitation,1,34.42027493043603,"['P008008', 'P008021', 'P007785']"
72,E000175,habitation,1,27.426842323940598,"['P008022', 'P007595']"
73,E000193,habitation,1,19.65877046948145,"['P008026', 'P007607']"
74,E000183,habitation,1,34.55128776802739,"['P005000', 'P008027', 'P007530']"
75,E000176,habitation,1,39.33586988091095,"['P008015', 'P008023', 'P007562']"
76,E000177,habitation,1,24.917337371992453,"['P008024', 'P007566']"
77,E000110,habitation,1,45.79053875732595,"['P007998', 'P007554']"
78,E000184,habitation,1,47.3827006296187,"['P008028', 'P007593']"
79,E000129,habitation,1,47.763867373244224,"['P007999', 'P007485']"
80,E000003,habitation,1,54.541389487204796,"['P007113', 'P007984', 'P007823']"
