id_batiment,nb_maisons,infra_id,infra_type,longueur,type_batiment,nb_maisons_bat,id_infra,type_infra,unit_cost_eur_m,unit_time_h_m,a_reparer,man_hours,material_cost,labor_cost,cost_total,time_total_h,is_hospital,hospital_time_goal_h,hosp_time_needed_h,hospital_risk
E000003,1,P007113,a_remplacer,12.1935087083631,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000003,1,P007984,a_remplacer,30.0575979492587,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000003,1,P007823,a_remplacer,12.290282829583,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000067,1,P006193,a_remplacer,12.1863879405322,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000067,1,P002851,a_remplacer,10.8032015604234,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000067,1,P007624,a_remplacer,4.10990474598487,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000085,1,P005500,a_remplacer,13.1420349052071,hôpital,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,16.0,0.0,0
E000085,1,P007990,a_remplacer,18.7028610321555,hôpital,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,16.0,0.0,0
E000085,1,P007447,a_remplacer,2.84535154473363,hôpital,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,16.0,0.0,0
E000098,1,P005531,a_remplacer,14.8493095953268,habitation,7,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000098,1,P007639,a_remplacer,6.13280316452202,habitation,7,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000106,1,P005500,a_remplacer,13.1420349052071,école,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000106,1,P007990,a_remplacer,18.7028610321555,école,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000106,1,P001391,a_remplacer,7.63593644945982,école,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000106,1,P007752,a_remplacer,3.12835142463862,école,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000107,1,P005500,a_remplacer,13.1420349052071,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000107,1,P007990,a_remplacer,18.7028610321555,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000107,1,P001391,a_remplacer,7.63593644945982,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000107,1,P007689,a_remplacer,5.1037127857757,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000108,1,P005500,a_remplacer,13.1420349052071,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000108,1,P007991,a_remplacer,7.5088306175948,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000108,1,P007997,a_remplacer,30.1295771789513,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000108,1,P007476,a_remplacer,4.92849119929359,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000109,1,P005500,a_remplacer,13.1420349052071,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000109,1,P007991,a_remplacer,7.5088306175948,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000109,1,P007997,a_remplacer,30.1295771789513,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000109,1,P007572,a_remplacer,5.62700791605979,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000110,1,P005500,a_remplacer,13.1420349052071,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000110,1,P007991,a_remplacer,7.5088306175948,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000110,1,P007998,a_remplacer,37.0636340148083,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000110,1,P007554,a_remplacer,8.72690474251765,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000111,1,P005770,a_remplacer,13.8935987811649,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000111,1,P007985,a_remplacer,10.4897301634131,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000111,1,P007813,a_remplacer,1.36523196955369,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000112,1,P005664,a_remplacer,12.9108403618454,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000112,1,P007448,a_remplacer,7.9742290455672,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000127,1,P005117,a_remplacer,13.2627025810985,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000127,1,P000873,a_remplacer,5.46510947034025,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000127,1,P007790,a_remplacer,5.85611808756648,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000128,1,P005317,a_remplacer,11.95171127553,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000128,1,P001156,a_remplacer,13.4887076792516,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000128,1,P007679,a_remplacer,4.5706986139249,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000129,1,P005317,a_remplacer,11.95171127553,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000129,1,P007999,a_remplacer,42.1144223056854,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000129,1,P007485,a_remplacer,5.64944506755882,habitation,5,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000144,1,P005117,a_remplacer,13.2627025810985,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000144,1,P008002,a_remplacer,12.5346743139761,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000144,1,P008006,a_remplacer,17.9528543234573,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000144,1,P007737,a_remplacer,4.66009795790718,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000145,1,P005117,a_remplacer,13.2627025810985,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000145,1,P008002,a_remplacer,12.5346743139761,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000145,1,P008007,a_remplacer,6.84639309859005,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000145,1,P007638,a_remplacer,5.10207355361142,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000146,1,P005100,a_remplacer,6.25975675306654,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000146,1,P000732,a_remplacer,10.7871386086093,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000146,1,P008001,a_remplacer,9.80181343246892,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000146,1,P000719,a_remplacer,10.698159350814,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000146,1,P000719,a_remplacer,10.698159350814,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000146,1,P000644,a_remplacer,5.79686473036686,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000146,1,P007802,a_remplacer,4.65316558492902,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P005100,a_remplacer,6.25975675306654,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P000732,a_remplacer,10.7871386086093,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P008001,a_remplacer,9.80181343246892,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P000719,a_remplacer,10.698159350814,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P008005,a_remplacer,8.40245186934037,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P000723,a_remplacer,13.1599422339419,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P000600,a_remplacer,9.68226549663264,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000160,1,P007641,a_remplacer,6.69156313094176,habitation,8,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P005100,a_remplacer,6.25975675306654,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P000732,a_remplacer,10.7871386086093,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P008001,a_remplacer,9.80181343246892,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P000719,a_remplacer,10.698159350814,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P008005,a_remplacer,8.40245186934037,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P008009,a_remplacer,25.2059107325926,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P000604,a_remplacer,4.98282106064181,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000161,1,P007580,a_remplacer,8.43108274854405,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P005100,a_remplacer,6.25975675306654,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P000732,a_remplacer,10.7871386086093,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P008001,a_remplacer,9.80181343246892,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P000719,a_remplacer,10.698159350814,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P008005,a_remplacer,8.40245186934037,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P000723,a_remplacer,13.1599422339419,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P008008,a_remplacer,34.1154172411379,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P008021,a_remplacer,14.9117118858221,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000174,1,P007785,a_remplacer,8.13675729756796,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P005100,a_remplacer,6.25975675306654,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P000732,a_remplacer,10.7871386086093,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P008001,a_remplacer,9.80181343246892,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P000719,a_remplacer,10.698159350814,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P008005,a_remplacer,8.40245186934037,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P000723,a_remplacer,13.1599422339419,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P008008,a_remplacer,34.1154172411379,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P008022,a_remplacer,34.8372572653182,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000175,1,P007595,a_remplacer,10.0082136912815,habitation,3,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P005100,a_remplacer,6.25975675306654,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P000732,a_remplacer,10.7871386086093,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P008001,a_remplacer,9.80181343246892,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P000719,a_remplacer,10.698159350814,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P008005,a_remplacer,8.40245186934037,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P008009,a_remplacer,25.2059107325926,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P008015,a_remplacer,34.6108377868067,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P008023,a_remplacer,11.2796548571624,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000176,1,P007562,a_remplacer,10.7507961303452,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P005100,a_remplacer,6.25975675306654,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P000732,a_remplacer,10.7871386086093,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P008001,a_remplacer,9.80181343246892,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P000719,a_remplacer,10.698159350814,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P008005,a_remplacer,8.40245186934037,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P008009,a_remplacer,25.2059107325926,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P008015,a_remplacer,34.6108377868067,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P008024,a_remplacer,18.3100645954404,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000177,1,P007566,a_remplacer,6.60727277655205,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P005100,a_remplacer,6.25975675306654,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P000732,a_remplacer,10.7871386086093,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P008001,a_remplacer,9.80181343246892,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P000719,a_remplacer,10.698159350814,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P008003,a_remplacer,16.9947899061457,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P008004,a_remplacer,4.2679056836056,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P000494,a_remplacer,4.84007013228732,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P000750,a_remplacer,5.4200839327337,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000178,1,P007727,a_remplacer,6.32141109105695,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000183,1,P005000,a_remplacer,2.71913580007238,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000183,1,P008027,a_remplacer,20.455789433764,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000183,1,P007530,a_remplacer,12.7359304342272,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000184,1,P005000,a_remplacer,2.71913580007238,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000184,1,P008028,a_remplacer,36.9797725156077,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000184,1,P007593,a_remplacer,10.402928114011,habitation,6,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000185,1,P006106,a_remplacer,12.8869548736554,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000185,1,P002717,a_remplacer,6.93113318288768,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000185,1,P007565,a_remplacer,6.4644213871373,habitation,1,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000188,1,P005915,a_remplacer,12.8261922697184,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000188,1,P002445,a_remplacer,6.96033389014315,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000188,1,P007764,a_remplacer,4.11611330130554,habitation,2,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P005100,a_remplacer,6.25975675306654,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P000732,a_remplacer,10.7871386086093,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008001,a_remplacer,9.80181343246892,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P000719,a_remplacer,10.698159350814,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008005,a_remplacer,8.40245186934037,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P000723,a_remplacer,13.1599422339419,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008008,a_remplacer,34.1154172411379,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008022,a_remplacer,34.8372572653182,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
E000193,1,P008026,a_remplacer,12.0182044137484,habitation,4,,nan,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,,,0
